id,assessorID,legalDescription,ownerOccupied,yearBuilt,zoning,lotSize,propertyType,subdivision
"34665-Sherwood-Dr,-Solon,-OH-44139",952-34-016,1-21 SHERWDPK#2 0041 ALL MB952 PG34 MB07950 PG0029,1.0,1956,R-1-C,69888.0,Single Family,SHERWDPK#2
"9612-Mathog-Rd,-Riverview,-FL-33578",U203020ZZZ000003013800,TRACT BEG 267.5 FT N OF SE COR OF W 1/2 OF GOV LOT 2 AND RUN N 125 FT W 103.8 FT S 125 FT AND E 103.8 FT TO BEG,1.0,1979,RSC-4,13068.0,Single Family,UNPLATTED
"737-Woodfield-Rd,-Villanova,-PA-19085",40-00-67224-002,L B-1,1.0,1950,R2,17900.0,Single Family,PEARTREE & PASFIELD INC PROP
"1356-E-11th-St,-Casa-Grande,-AZ-85122",505-78-2450,ACACIA LANDING LOT 245 CAB C SLD 132 SEC 21-6S-6E 8675 SQ FT .2 AC,1.0,2001,unknown,8675.0,Single Family,ACACIA LANDING
"2803-N-22nd-St,-Tampa,-FL-33605",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"11807-Highgrove-Dr,-Houston,-TX-77077",1062900000016,LT 16 BLK 11 COUNTRY VILLAGE SEC 2 R/P,1.0,1976,unknown,8999.0,Single Family,COUNTRY VILLAGE SEC 2 R/P
"6741-Day-St,-Tujunga,-CA-91042",2569-025-029,DESCANSO TRACT 0.54 MORE OR LESS AC COM AT SW COR OF LOT 3 TH S 79 59' E 10.14 FT TH N PARALLEL WITH W LINE OF SDLOT 209.5 FT,1.0,1940,LARA,23711.0,Single Family,DESCANSO TRACT
"6407-Beechwood-St,-Detroit,-MI-48210",16011540.,"W BEECHWOOD 459 BEECH HURST WM L HOLMES SUB L17 P40 PLATS, W C R 16/169 30 X105",0.0,1913,R2,3049.0,Single Family,L HOLMES SUB
"1206-Ambrose-Dr,-Salado,-TX-76571",234515,"MILL CREEK SPRINGS PHASE II, BLOCK 002, LOT 0005, ACRES .602",1.0,2003,unknown,26223.0,Single Family,MILL CREEK SPRINGS PHASE II
"PO-Box-519,-Union,-SC-29379",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"4153-Rialto-Ave,-Clovis,-CA-93619",555-372-22,LOT 38 OF TRACT NO 6034 PHASE 1 BK 85 PGS 71-77,1.0,2017,R1P,4125.0,Single Family,unknown
"7034-Golden-Crst,-Elkridge,-MD-21075",01-599300,"LOT 16, 13,437 SQ' 7034 GOLDEN CREST SAMUELS GRANT",1.0,2018,unknown,13437.0,Single Family,SAMUELS GRANT
"952-Plymouth-Sorrento-Rd,-Apopka,-FL-32712",06-21-28-7172-08-030,MAP OF PLYMOUTH B/17 LOT 3 BLK H (LESS EAST 5 FT PER DB 385/509) & VAC R/W ON N THEREOF PER DB 596/467 (LESS PT TAKEN FOR R/W,0.0,1976,A-1,179903.0,Single Family,PLYMOUTH
"5111-Mckittrick-Canyon-Dr,-Austin,-TX-78759",0152030613,LOT 51 BLUFFS OF GREAT HILLS THE,1.0,1984,unknown,3772.0,Single Family,BLUFFS OF GREAT HILLS THE
"PO-Box-453,-Westville,-NJ-08093",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"34-Wax-Myrtle-Ct,-Hilton-Head-Island,-SC-29926",R600 040 00A 0201 0000,LOT 280 MOSS CRK PLANT,1.0,2000,6116,0.0,Single Family,VICTORIA&TOPPIN DR PATIO LOTS
"801-East-Dr,-Edmond,-OK-73034",18-247-9781,CLEGERN PLACE EDMOND 000 000 ALL LOT 79 & NELY 47.5FT LOT 80,1.0,1954,unknown,19994.0,Single Family,CLEGERN PLACE EDMOND
"837-Worcester-Dr,-Schenectady,-NY-12309",422400 60.12-1-16,LOT:16.000 BLK:1 SEC:60.12 DIST:422400 CITY/MUNI/TWP:NISKAYUNA,1.0,1968,R1,16117.0,Single Family,AVON CREST MAP 4
"259-Lee-Rd,-601,-Phenix-City,-AL-36870",2402040000004016,"COM @ SE COR SEC 4; W 805'S; N 910'S ALG DIRT RD TO POB; W 965'S; N 440'S ALG HOSPILIKA CREEK E 110'S; S435'S TO POB. SEC 4, T 17 N, R 29 E.",0.0,1986,unknown,435600.0,Single Family,unknown
"617-Hillside-Rd,-Glenview,-IL-60025",04-33-308-004,ARTHUR T (MCINTOSH) & COS (FIRST) ADD TO (GLENVIEW) C OUNTRYSIDE A SUB OF PTS OF SECTIONS 32&33 SEC 33-42-12,1.0,2004,unknown,12450.0,Single Family,MCINTOSH & COS FIRST ADD TO GLENVIEW
"15422-Carrillon-Estates-Blvd,-Tampa,-FL-33625",U36271760L000001000510,CARRILLON ESTATES LOT 51 BLOCK 1,1.0,2004,PD,9200.0,Single Family,CARRILLON ESTATES
"1122-Nw-4th-St,-Meridian,-ID-83642",S1212141906,PAR #1906 OF NE4 SEC 12 3N 1W PARCEL 1 R/S 2090 #141905-B,1.0,1993,R-4,12632.0,Single Family,SP 2090
"230-Sharon-Rd,-Arcadia,-CA-91007",5785-006-014,TRACT NO 24140 LOT 4,1.0,1962,ARRO*,16435.0,Single Family,24140
"180-Cimarron-Ct,-Apt-E,-Oshkosh,-WI-54902",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"7635-Concord-Rd,-Beaumont,-TX-77708",300017-000-024200-00000-9,PL RS 4 TR 120A ABST 17 W B DYCHES,0.0,1962,unknown,13721.0,Single Family,17  W. B. DYCHES
"109-Freestone-St,-Greenville,-SC-29605",WG01.04-01-122.00,15,0.0,1967,R12,9800.0,Single Family,GLENDALE HEIGHTS
"82-Cliffwood-Ave,-Unit-38,-Cliffwood,-NJ-07721",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"4401-Cedar-Ave,-Pikesville,-MD-21208",03-0316035360,"LTS 20,21 4401 CEDAR AVE MELLINEE",0.0,1906,unknown,15060.0,Single Family,MELLINEE
"7945-Cobblesprings-Dr,-Avon,-IN-46123",32-10-02-430-003.000-031,COBBLESTONE SPRINGS SEC 1 LOT 10 .50AC,1.0,1994,unknown,21600.0,Single Family,COBBLESTONE SPRINGS
"PO-Box-81,-Concord,-NC-28026",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"7400-Windsor-Woods-Dr,-Apt-2C,-Canton,-MI-48187",unknown,unknown,0.0,0,unknown,0.0,unknown,unknown
"6208-202nd-St-SW,-Unit-63,-Lynnwood,-WA-98036",00960007506300,MOBILE HOMEPARK MEDO-LYNN MOBILE PARK PRK 075 D-00 SPACE 63,1.0,1976,L7,0.0,Manufactured,MOBILE HOMEPARK
